,,2307220887489,6459915737898,,,,,,,,,,,,,,,,,,,,,,,,2189183093048.0,,,,,,,,,,,32883878002931.0,37159706261306,,4104252874199.0,,,,19135844889011,23411673147386.0,505387173815.0,,,3951871648590,5219950154605,1268078506015,10970265720000.0,78305548917.0,182114045415.0,1398360432350,,,,233097944607,139922402269.0,32931396849,,10634895059784,-26957064643,192096283.0,,2750000000.0,,,21523717024582.0,2750000000.0,1086053755844,,2207460290255,703060297129,,,,2010791791855.0,1997596608810.0,,,1398360432350.0,2142433707043.0,,3130048656694.0,,,2467815712685,1505789237.0,3125055583509.0,,,177183560180.0,,,146806184152.0,3852246361314.0,1178174776366.0,87203093024.0,3358153528116.0,,33871581150.0,228050253580.0,717276380697.0,694418338558.0,875154679446.0,10970265720000,23408923147386,2315930149434.0,2022-Q2,,,-99760597234,-881583375471.0,-52372482637.0,4589741788.0,,-571288493481.0,114340944900.0,,49713213411.0,958081075235.0,692341801749,19720103859650.0,21520473393082,,,30416062290246,230514320000.0,397223198101.0,318135753389,2490789349091,7494546042667,,9515909907091,657180955849.0,20278980665.0,56295551150317,56295551150317,,,6595216750785.0,2490963876586.0,299774201931,437203651887.0
,,1949021697571,6583921977026,,,,,,,,,,,,,,,,,,,,,,,,2046286279076.0,,,,,,,,,,,32641897512034.0,36617350544580,,7005423492723.0,,,,18983948809040,22959401841586.0,554965942500.0,,,2854818888207,4825840656865,1971021768658,9075516490000.0,81104262587.0,175086330906.0,1191129843047,,,,235085766035,120728665376.0,4272874821,,10565697032867,-20961672908,192096283.0,,2750000000.0,,,21606372864508.0,2750000000.0,1116739928531,,1841894721430,567067242973,,,,2226875313670.0,1965581621372.0,,,1191129843047.0,2228486463502.0,,3311117191071.0,,,2504272082956,1843371213.0,3041553782870.0,,,187691154423.0,,,114068114607.0,3775623015431.0,1178174776366.0,87203093024.0,3276639548905.0,,35656814613.0,240576957028.0,708092273105.0,400867711582.0,793796862180.0,9075516490000,22956651841586,1638761384536.0,2022-Q1,,,-107126976141,-881583375471.0,-54729173818.0,5139928575.0,,-558811703785.0,147569337746.0,,49713213411.0,992312010535.0,613378448097,20476429866972.0,21606129233008,,,30137625429078,300496746655.0,394619151977.0,340903447190,2583192225305,7635393660172,,9444684229515,602757960142.0,42176082096.0,55601299353620,55601299353620,,,8244315683289.0,1238892190566.0,271297039032,451674038727.0
,,1623315328554,6211956510246,,,,,,,,,,,,,,,,,,,,,,,,2584339179470.0,,,,,,,,,,,32276466949020.0,35116784160545,,3966759430199.0,,-529995962239.0,,18579859430879,21420176642404.0,822135723104.0,,,3447377471942,5417845274047,1970467802105,9075516490000.0,89224688468.0,,1292046691473,,,,181642320580,87366215294.0,4842789874,,10398841278372,-22525874645,192096283.0,,,,,20730920735456.0,2750000000.0,1133060057847,,1507342901619,574902605021,,,,2016470719587.0,1931006629408.0,,,1292046691473.0,2296308494046.0,,3100458973524.0,,,2464879747669,2268758773.0,2972696947589.0,,,167244119883.0,,,40873965653.0,3477416153145.0,1178174776366.0,87203093024.0,4088197467085.0,,34908209574.0,219704534928.0,578555687236.0,556701160148.0,34762220000.0,9075516490000,21417426642404,2917949562129.0,2021-Q4,,,-115972426935,-847218375471.0,-54729173818.0,5230766819.0,,595810040192.0,112413880560.0,,49713213411.0,834210180258.0,710658541296,17799441187777.0,20730720735456,,,29811587201351,168939964952.0,290950472969.0,400846789036,2865954696781,6882319562187,2750000000.0,9260938430651,518558401360.0,31501405419.0,53696643591424,53696643591424,,-823760000.0,6997849946082.0,3031090515883.0,256103808848,
,,2075649392742,5827087167607,,,,,,,,,,,,,,,,,,,,,,,,2236178115087.0,,,,,,,,,,,27920744789189.0,30655506375345,,3964992308767.0,,,,17589371624276,20324133210432.0,328119669867.0,,,2936232673264,5446784083688,2510551410424,9075516490000.0,87001952153.0,119879763439.0,2775668094067,,,,120049037596,50255735224.0,2559686397,,8442954951887,-16213029123,192096283.0,,,,,16055501795066.0,2750000000.0,1080083677247,,1955072057943,517940941802,,,,1666577112307.0,1797807709833.0,,,2775668094067.0,1818552251255.0,,2754826446669.0,,,2029562969654,2574676673.0,2819282135701.0,380000000.0,,168588399483.0,,,105085421741.0,3340600465277.0,1178174776366.0,87203093024.0,2939331173297.0,,50749460183.0,220362896628.0,543530084801.0,640711514765.0,629749883333.0,9075516490000,20321383210432,2096418296648.0,2021-Q3,,,-120577334799,-709758375471.0,-54729173818.0,4728004968.0,,-520966179111.0,215004853907.0,,49713213411.0,884555621719.0,883273527253,15943319237854.0,16055301795066,,,25891181819535,260408900000.0,276299347871.0,338658818579,2019211729539,6654818353847,2750000000.0,7360311588243,557387300743.0,23430601278.0,48244877999621,48244877999621,,-823760000.0,6089271019675.0,2124278710908.0,243800135652,508002558873.0
,,1975988437987,5531866163327,,,,,,,,,,,,,,,,,,,,,,,,1864518601891.0,,,,,,,,,,,26922972857653.0,30007117024583,,3994895351529.0,,,,16973384026015,20057528192945.0,344425619867.0,,,2671613358430,4978881337221,2307267978791,9075516490000.0,80303148269.0,204224676753.0,2750511035739,,,,107814099860,4557313213.0,2823139478,,8292676926263,-6623756873,192096283.0,,,,,15532705379957.0,2750000000.0,1064378270830,,1849606883871,501599626887,,,,1968017053885.0,1344680826356.0,,,2750511035739.0,1800034282871.0,,2649059504770.0,,,1933314509743,93335081908.0,2350384683347.0,380000000.0,,326698907178.0,,,71815028095.0,3270651290604.0,1176568596721.0,87203093024.0,2458198783207.0,,51433459343.0,287712999088.0,970128295352.0,407999670715.0,632605399042.0,9075516490000,20054778192945,1547517480131.0,2021-Q2,,,-126381554116,-663838375471.0,-54729173818.0,5282329938.0,,-508045352446.0,174870638003.0,,49713213411.0,808921188341.0,918425150837,15361627338629.0,15532505379957,,,24989658347910,235416520000.0,707395219535.0,579927721506,2897707005266,6675995128182,2750000000.0,7225475515955,583342505961.0,22048597036.0,46980501050598,46980501050598,,-823760000.0,5900973399171.0,1906078047642.0,240684478781,496238868858.0
,,1760642156640,5277490091007,,,,,,,,,,,,,,,,,,,,,,,,1660701441418.0,,,,,,,,,,,24743977981996.0,27905525240833,,6387974897811.0,,,,16568753168985,19730300427822.0,398606526667.0,,,2631972515733,5162685900519,2530713384786,7839874860000.0,58541616669.0,194746840384.0,2519515958397,,,,116404949011,5940026922.0,2528271864,,8373230770473,-17762312970,192096283.0,,,,,14057881981618.0,2750000000.0,1084776534257,,1638474324623,462731536495,,,,2112400428879.0,1202989742312.0,,,2519515958397.0,1674335919096.0,,2804530745720.0,,,1775945290314,93568407678.0,2285753665693.0,380000000.0,,245989451844.0,,,50316202477.0,3092414808669.0,920081410199.0,87203093024.0,2402158614704.0,,39744054003.0,206770217984.0,995606087754.0,382430360018.0,603967552923.0,7839874860000,19727550427822,1029861069699.0,2021-Q1,,,-122167832017,-511059425471.0,-54729173818.0,5416991533.0,,-492493006954.0,201240542132.0,,49713213411.0,888720317812.0,677215380800,14804786460957.0,14057681981618,,,22968032691682,,670749876274.0,467365468959,2401469243166,6051076946319,2750000000.0,7285925964352,464459732344.0,73912501141.0,44474278409818,44474278409818,,-823760000.0,7294117578994.0,906142681183.0,250943710339,223327627847.0
,,1405083502315,5587937422952,,,,,,,,,,,,,,,,,,,,,,,,1962051574530.0,,,,,,,,,,,23146723671078.0,25608346381474,,4049855354551.0,,,,16141090782024,18602713492420.0,620374857303.0,,,2215419285080,4684867868361,2469448583281,7839874860000.0,64245054184.0,197972680487.0,2373393296565,,,,135223776166,872095321.0,2902077617,,8317998687965,13497025190,192096283.0,,,,,12436118124269.0,2750000000.0,1095369004232,,1290091524352,440634735853,,,,1980817143237.0,927787136286.0,,,2373393296565.0,677796913413.0,,2605504854052.0,,,764559047657,93992225574.0,2266063078923.0,380000000.0,,242872863326.0,,,41124555530.0,2859152779020.0,920081410199.0,87203093024.0,2401286855089.0,,38492884032.0,203229811570.0,934444320872.0,726345174792.0,459208893239.0,7839874860000,18599963492420,1999612928141.0,2020-Q4,,,-114991977963,-303299425471.0,-54729173818.0,6080503078.0,,-626962878219.0,206407715175.0,,49713213411.0,779777262789.0,463125962596,12062410192740.0,12435918124269,,,22382164623421,185532228683.0,620955206480.0,459336196478,2858901791270,6263024543620,2750000000.0,7219727606116,638912109901.0,45174624112.0,41749437163498,41749437163498,,-823760000.0,6390630135723.0,2340774781172.0,268314490280,200034225027.0
,,1375484867442,5144996812664,,,,,,,,,,,,,,,,,,,,,,,,1928160563279.0,,,,,,,,,,,19576055665489.0,22473334313473,,4072298613058.0,,,,15284122357685,18181401005669.0,270406688697.0,,,2358776250450,4306782189437,1948005938987,7839874860000.0,81086323539.0,268083993726.0,2619085803954,,,,35295339091,8227915038.0,3088289171,,7238790571133,-9218848167,192096283.0,,,,,9991023495588.0,2750000000.0,1101276533243,,1295548177189,330124830708,,,,1910490057651.0,922165806267.0,,,2619085803954.0,753066378324.0,,2529556438447.0,,,1024243783717,91149360800.0,2283037199946.0,380000000.0,,371632861351.0,,,111993252732.0,3118599246246.0,920081410199.0,87203093024.0,2318332539037.0,,143523188085.0,334832674369.0,949407713265.0,402819217046.0,529154815368.0,7839874860000,18178651005669,1667238090981.0,2020-Q3,,,-79936690253,-303299425471.0,-54729173818.0,7240953255.0,,-476454579005.0,121528796721.0,,49713213411.0,793407834611.0,396225538416,10256051493688.0,9990823495588,,,18551811881772,21168790.0,657711658110.0,464970526451,2090063650030,5930772737994,2750000000.0,6134425748719,544823684764.0,65152709806.0,37757456671158,37757456671158,,-823760000.0,5843096960248.0,1770798347190.0,226543345349,206724143763.0
,,1375253714502,5005576254722,,,,,,,,,,,,,,,,,,,,,,,,1614462947541.0,,,,,,,,,,,18009082670732.0,20974738294596,,4119024056110.0,,,,14938070369160,17903725993024.0,276812508948.0,,,2107172844328,4180454757893,2073281913565,7839874860000.0,82801015777.0,276042606836.0,2233265003791,,,,34303430067,8238522578.0,2122993365,,7365996280591,-19958864615,192096283.0,,,,,8823220085750.0,2750000000.0,1141615795798,,1300202611747,342769607414,,,,1890355276994.0,865250071864.0,,,2233265003791.0,803273190638.0,,2451568314545.0,,,1017288035899,91148113400.0,2291095492149.0,380000000.0,,348427785518.0,,,71474299291.0,2944452240481.0,912977796599.0,87203093024.0,2325398922216.0,,126474179639.0,311628845936.0,867227145461.0,489247068777.0,522710577339.0,7839874860000,17900975993024,1203886575748.0,2020-Q2,,,-75051102755,-304037034313.0,-54729173818.0,7635747470.0,,-432907776281.0,100526097313.0,,49794213509.0,769826846943.0,383308792651,9571890414760.0,8823220085750,,,16991794634833,,648377095553.0,432212031129,2035189882156,5803633693745,2750000000.0,6222257491428,463842484219.0,42198284566.0,35912808663756,35912808663756,,-823760000.0,5744686806612.0,1625662750502.0,176651765342,213414062499.0
,,1285598030749,5475512786593,,,,,,,,,,,,,,,,,,,,,,,,1709068403453.0,,,,,,,,,,,16785979311456.0,19577485114153,,5940306799772.0,,,,14839183674775,17630689477471.0,288905859163.0,,,2540183607656,3891505567427,1351321959771,6817504780000.0,43629999740.0,333311493155.0,2012880105534,,,,40271503113,,2417060648,,7331928850009,-10209125709,192096283.0,,,,,6943402877397.0,2750000000.0,1161769003900,,1209839863299,325350984284,,,,1976755263785.0,912250071864.0,,,2012880105534.0,778966375255.0,,2579220701049.0,,,947824795905,84637936400.0,2323596176561.0,380000000.0,,331255073782.0,,,50585583044.0,2890445222074.0,765332464859.0,102985531790.0,2363867679674.0,,110910655259.0,300966311200.0,945030511635.0,373932172137.0,548475210208.0,6817504780000,17627939477471,656579582688.0,2020-Q1,,,-75758167450,-309784634600.0,-54729173818.0,7170086064.0,,-373559994289.0,150972477717.0,,49941441360.0,760834942407.0,356641092429,9110750395492.0,6943402877397,,,15838154515551,230160921124.0,736072415840.0,373805877604,2047129226600,6587706294395,2750000000.0,6167742785461,339710363725.0,24079099823.0,34416668788928,34416668788927,,-823760000.0,6687411938813.0,747105139041.0,184878995972,220031264727.0
,,1349958901393,5740489120848,,,,,,,,,,,,,,,,,,,,,,,,2091081179767.0,,,,,,,,,,,16783930959035.0,19038081282518,,2766029571748.0,,,,14620661733724,16874812057207.0,547169583004.0,,,2613075178399,3457655751733,844580573334,6783586880000.0,66948430128.0,429317958549.0,1650470873492,,,,40251284363,,2845085816,,7491241713294,-12302588093,192096283.0,,,,,6777898508889.0,2750000000.0,1193931643291,,1284200733943,307526573229,,,,1912712694571.0,893623994517.0,,,1650470873492.0,349769099942.0,,2496552054487.0,,,492617960249,427917600.0,2494699086503.0,380000000.0,,221517306313.0,,,42777167223.0,2835086436716.0,780914628944.0,102985531790.0,2534950370866.0,,92105961472.0,275438562531.0,997870072369.0,262162607300.0,434621988684.0,6783586880000,16872062057207,1536027351242.0,2019-Q4,,,-65758167450,-309784634601.0,-54729173818.0,7773635329.0,,-361515614753.0,168142079534.0,,75622928032.0,495730160316.0,383562042162,7515958654008.0,6777898508889,,,16291312998786,2717176861.0,694014932979.0,274825585395,2678550720271,6520456215584,2750000000.0,6294464984187,545980191054.0,128100626941.0,33658743016242,33658743016242,,-823760000.0,5999465426589.0,3233435854841.0,175754512449,225929415272.0
,,1491094975154,5586776779645,,,,,,,,,,,,,,,,,,,,,,,,1870003255199.0,,,,,,,,,,,16025694080600.0,18431909603327,,3949233834704.0,,,,13844914861433,16251130384160.0,191132872699.0,,,2416994911003,3230352153676,813357242673,6783586880000.0,47915602389.0,283478423283.0,1780992485408,,,,38988752556,,3177472561,,7184933236936,9119627402,192096283.0,,,,,6305339416212.0,2750000000.0,1260561424991,,1425172257953,221554262398,,,,1880920418514.0,893623994517.0,,,1780992485408.0,435530138322.0,,2479487378717.0,,,621256515747,27000000000.0,1788546498680.0,,,249946553286.0,,,72665278823.0,2671305243641.0,777869243918.0,87229090504.0,1827535251236.0,,104802153243.0,277675727104.0,955133981878.0,516195398530.0,543711556443.0,6783586880000,16248380384160,938386722765.0,2019-Q3,,,-65922717201,-295057034314.0,-54729173818.0,8066849076.0,,-297592168924.0,16370867880.0,,49465703201.0,747756179527.0,374475950305,8217017165227.0,6305339416212,,,15404437564853,548229100.0,754311711208.0,398988974061,2035447166969,6515911793608,2750000000.0,5921194339384,449736383363.0,81114940156.0,32276824464760,32276824464760,,-823760000.0,5649074093096.0,1699840258392.0,119707330514,322019955850.0
,,1580294933153,5397987665256,,,,,,,,,,,,,,,,,,,,,,,,1651086267511.0,,,,,,,,,,,14570321210316.0,17849605068190,,3949181671422.0,,,,12526152004775,15805435862648.0,194565220334.0,,,2807554223819,3081007361357,273453137538,6783586880000.0,47905634871.0,270618899526.0,1441726753683,,,,40254913575,,2482141875,,6913929593779,15570456494,192096283.0,,,,,5892075944888.0,2750000000.0,1287370903240,,1508550852201,221229437401,,,,1783341048219.0,847143994517.0,,,1441726753683.0,278034243597.0,,2347928008422.0,,,454227047873,,1354729415894.0,,,114090708904.0,,,63709935692.0,2492378126833.0,786858519093.0,87230268654.0,1394984329469.0,,104282436256.0,168819882722.0,915066672199.0,406173423100.0,641278144375.0,6783586880000,15802685862648,777213901897.0,2019-Q2,,,-71744080952,-282557034314.0,-54729173818.0,8008336045.0,,-281295131218.0,16036128457.0,,49465703201.0,771550908554.0,504493867819,7273258811787.0,5892075944888,,,14116094162443,50781019440.0,737160640080.0,373533640166,2108353853968,6452904237545,2750000000.0,5624076548664,365456144145.0,51909015346.0,30375757072965,30375757072964,,-823760000.0,5367190230972.0,1418008559550.0,125997016773,313492610518.0
,,1526103850227,4934992791272,,,,,,,,,,,,,,,,,,,,,,,,1528205605447.0,,,,,,,,,,,13215557898357.0,16918516176002,,5285828002392.0,,,,11829804916474,15532763194118.0,237357116334.0,,,2130553810097,2678204837715,547651027618,6136367720000.0,45476832702.0,250557118894.0,1370823988622,,,,36810620517,336241500.0,2332698128,,6690492920734,5433265892,192096283.0,,,,,5727896026412.0,2750000000.0,1316205133097,,1465488400196,226332643971,,,,1722401264461.0,,,,1370823988622.0,346870919847.0,,2289488224664.0,,,506381843684,79230653.0,998691329918.0,,,126032832386.0,,,53259269353.0,2443815265047.0,670060405250.0,87229672044.0,1035501950435.0,824643994517.0,98468688054.0,180682775551.0,1174435432461.0,341030136562.0,677417672483.0,6136367720000,15530013194118,541512365833.0,2019-Q1,,,-60615450031,-257557034314.0,-54729173818.0,7254628647.0,,-270528049495.0,23424670775.0,,49465703201.0,744057749193.0,627012826668,6585118717633.0,5727896026412,,,12709176054673,925510658.0,1014072327438.0,279126435406,1742572404407,5872491479218,2750000000.0,5371955089509,293407629119.0,16945592352.0,28748321092476,28748321092475,,-823760000.0,5912132278713.0,626304276321.0,143417512671,317464999633.0
,,1401302666378,5561140201834,,,,,,,,,,,,,,,,,,,,,,,,1610921248698.0,,,,,,,,,,,14963120976839.0,18373436282759,,3515481219968.0,,,,11352494084645,14762809390565.0,452173917022.0,,,2704220233385,3926316297829,1222096064444,6136367720000.0,46755636205.0,251954356007.0,1174778083753,,,,37229856110,335327364.0,3024593397,,6513735578258,5539231746,192096283.0,,,,,5567995714107.0,2750000000.0,1303585034755,,1340687216347,223908928276,,,,1676231689527.0,793360844792.0,,,1174778083753.0,366793322852.0,,2202466649730.0,,,530946393936,392794707.0,988477952687.0,,,109788240927.0,,,46805654155.0,2301815230563.0,667035271273.0,87230283704.0,1025707808797.0,,108962237984.0,164124620038.0,1114432004386.0,336615389409.0,656239850891.0,6136367720000,14760059390565,1195445438205.0,2018-Q4,,,-60615450031,-267125884589.0,-54729173818.0,7857755298.0,,-264666908906.0,31354115546.0,,49465703201.0,841818881252.0,418652248691,6603319589348.0,5567995714107,,,14432174582903,910049188.0,960963814812.0,218427501076,2510848379420,6424005050090,2750000000.0,5207125950106,384269739107.0,14655587559.0,29725930367404,29725930367404,,-823760000.0,5289520781802.0,1774039561834.0,138812602015,326017723180.0
,,1548591192845,4528134142815,,,,,,,,,,,,,,,,,,,,,,,,1457586563762.0,,,,,,,,,,,13916060196857.0,17461655201328,,3561453681597.0,,,,10619213737485,14164808741956.0,169355751843.0,,,2414203134665,3982145134665,1567942000000,6136367720000.0,22103359702.0,302501200783.0,1114004513698,,,,38261815886,337156047.0,2916435006,,5601853847035,22286595244,192096283.0,,,,,5067136124622.0,2750000000.0,823284952903,,1545244045730,167094186985,,,,1584505840050.0,749521251289.0,,,1114004513698.0,302022093735.0,,2000007909095.0,,,555978690573,,892811476111.0,,,254769962478.0,,161551680000.0,144131901873.0,2292337007819.0,631969693052.0,87248317474.0,931073291997.0,,107084562160.0,147947456296.0,1162339111731.0,372252000760.0,874036723665.0,6136367720000,14162058741956,921464864946.0,2018-Q3,,,-3347147115,-334019182244.0,-54729173818.0,2210880475.0,,-244054518975.0,5040725678.0,,49465703201.0,876558995840.0,611546728222,6716837131564.0,5067136124622,,,13360081506284,,975412895475.0,244173236292,1899540092890,5704790784580,2750000000.0,4775652459126,307795291077.0,19396053560.0,28080868938813,28080868938813,,-823760000.0,4776113278181.0,1214659596584.0,167530162696,717504213182.0
,,1279505398922,4226917957363,,,,,,,,,,,,,,,,,,,,,,,,1329507438427.0,,,,,,,,,,,12400576249250.0,16757931160407,,3567209383296.0,,,,9528214377917,13885569289074.0,174161975906.0,,,2414897073339,4060090013409,1645192940070,6136367720000.0,22992601562.0,320334466918.0,975399987091,,,,38473468015,332481380.0,3177674790,,5418766783628,17135477127,192096283.0,,,,,4866280283759.0,2750000000.0,832386084490,,1276158251807,167077476888,,,,1498426522640.0,749364823537.0,,,975399987091.0,404863295760.0,,1925316091686.0,,,498908528396,,854881589772.0,,,246396148990.0,,161551680000.0,83483091724.0,2123891391702.0,631969693052.0,87230135824.0,893355057787.0,,7499794396.0,139573642808.0,1125847981061.0,273073631807.0,860480152541.0,6136367720000,13882819289074,717908322257.0,2018-Q2,,,-3347147115,-322475254491.0,-54729173818.0,2537768853.0,,-213179482425.0,5145730117.0,,49465703201.0,968626938378.0,576244037368,5971944040829.0,4866280283759,,,11901667720854,,940997401052.0,235001535974,1618107863526,5429554630371,2750000000.0,4583203024348,243955140677.0,37482924362.0,26286145538324,26286145538324,,-823760000.0,4670505451280.0,1103296067984.0,147367655647,68980308735.0
,,1184516592782,4294239451525,,,,,,,,,,,,,,,,,,,,,,,,1275503032848.0,,,,,,,,,,,11111083511698.0,15891378282225,,5510660958805.0,,,,9119541571431,13899836341958.0,223076342833.0,,,1543897642209,3076144406971,1532246764762,5309611050000.0,20401408500.0,397506401676.0,970306572989,,,,39306334622,2864161020.0,3495231807,,5189934475460,16226773656,192096283.0,,,,,4798538245584.0,2750000000.0,645045142248,,1181169445667,173708814233,,,,1411807900711.0,749294842700.0,,40000000000.0,970306572989.0,491988687629.0,,1850084969756.0,,,587125681879,,822692250912.0,,,247216967692.0,,161551680000.0,48843957931.0,1954162280226.0,287829523052.0,87231276674.0,861998585534.0,,407510920.0,140394461510.0,1125890575501.0,289020263287.0,936916307722.0,5309611050000,13897086341958,650692627199.0,2018-Q1,,,-3347147115,-311017773655.0,-54729173818.0,2829268096.0,,-196122158912.0,5390121823.0,,49465703201.0,596563173742.0,650265625121,4993557964115.0,4798538245584,,,10523957829819,,879062494371.0,277095606491,1619004057743,5709635608502,2750000000.0,4541394101405,200483212608.0,94914468583.0,25010919853656,25010919853656,,-823760000.0,6019674680916.0,509013722111.0,151913612547,
,,1006126622804,5044867856718,,,,,,,,,,,,,,,,,,,,,,,,1295200401169.0,,,,,,,,,,,11790285012042.0,16053004009331,,3323086196728.0,,,,8972219294530,13234938291819.0,326174787726.0,,,1886422216827,3480646512895,1594224296068,5309611050000.0,20380725175.0,431581193340.0,805559896217,,,,60434405941,2853492585.0,3656116414,,5264443175635,10084320702,192096283.0,,,,,4379446212073.0,2750000000.0,658135845974,,1002295093871,172002871735,,,,1337458410712.0,749259852282.0,,40000000000.0,805559896217.0,565209817637.0,,1787122979757.0,,,660955923353,,812192797375.0,,,242466039605.0,,161551680000.0,47796539629.0,1809385579397.0,287829523052.0,87230351424.0,872627203316.0,,1525469921.0,135643533423.0,1028437592804.0,439498762823.0,770305548978.0,5309611050000,13232188291819,829188594250.0,2017-Q4,,,-3831528933,-299595283237.0,-54729173818.0,3378507298.0,,-180518797387.0,6051424047.0,,49465703201.0,918852771526.0,561261495876,4116988708324.0,4379446212073,,,11129329088689,,759958005740.0,95942796039,2294193681352,6162178597688,2750000000.0,4602651213247,321537736421.0,111743332877.0,25025223303861,25025223303861,,-823760000.0,5507402652308.0,2184316455580.0,156736254187,
,,4439874335978,5596053916213,,,,,,,,,,,,,,,,,,,,,,,,1369663229083.0,,,,,,,,,,,16659920638433.0,21767021262664,,3376580602917.0,,,,7926685854116,13033786478347.0,86265329378.0,,,2326716877273,5224202887296,2897486010023,5309611050000.0,42344283532.0,406532304064.0,736657752016,,,,74613637072,3446138880.0,3571371949,,4905909566853,3053974893,192096283.0,,,,,3482892785832.0,2750000000.0,590037542654,,4394372633733,128954169510,,,,306433317342.0,749270143582.0,,40000000000.0,836963883156.0,666028478383.0,,785373395694.0,,,891020914323,,1004747975953.0,,100306131140.0,319077395388.0,,161551680000.0,67076467326.0,2403256247224.0,119453610000.0,87230025354.0,1079361613025.0,,111123175949.0,211226543616.0,1352810944174.0,612729485152.0,1023668002547.0,5309611050000,13031036478347,702307182659.0,2017-Q3,,,-45501702245,-275454894270.0,-53700828228.0,3154557502.0,,-218048230826.0,6927612385.0,,49465703201.0,687545069538.0,605986311096,7916804619692.0,3477767956792,,,15768899724110,,854958251653.0,509660848671,3300079093398,7317866840669,2750000000.0,4312300652250,438247508197.0,114273670489.0,29693707116780,29693707116780,,-823760000.0,4930835458165.0,1554254855248.0,383579022032,
